,Des'n,H_x,G,Epoch,M,Peri.,Node,Incl.,e,n,a,propa,da,prope,de,propsini,dsini,g,s,H_y,NumOpps
653,00665,8.69,0.15,K239D,250.83533,318.05678,298.40149,14.74985,0.1721456,0.17696001,3.1420948,3.151096,3.2e-05,0.178012,9.1e-05,0.272848,8.1e-05,89.868397,-86.866276,8.69,55
654,00666,10.75,0.15,K239D,156.47957,174.01761,215.29735,7.58254,0.2366063,0.23579927,2.5948231,2.593087,8.2e-06,0.215678,0.00023,0.136004,0.00013,49.762617,-58.732681,10.75,41
655,00667,9.43,0.15,K239D,297.8835,304.96626,153.22635,25.37522,0.1889463,0.17306917,3.1890127,3.195313,0.00026,0.188867,0.00064,0.414824,0.00024,77.562962,-70.625202,9.43,44
656,00668,12.19,0.15,K239D,211.82421,113.06913,214.3751,6.84121,0.2346843,0.2109276,2.7949912,2.796553,2.6e-06,0.197192,9.6e-06,0.136763,8.2e-06,61.443136,-71.370401,12.19,35
657,00669,10.09,0.15,K239D,46.03496,116.68893,170.72331,10.7936,0.0756683,0.18860561,3.0113852,3.011437,9.5e-07,0.076878,0.00012,0.183744,5.3e-05,72.003683,-71.555361,10.09,45
658,00670,9.53,0.15,K239D,160.17374,194.93338,174.57963,7.53912,0.1921629,0.20987208,2.8043546,2.803295,5e-05,0.157663,3.9e-05,0.123811,1.2e-05,62.27007,-67.400798,9.53,56
659,00671,10.39,0.15,K239D,323.47206,87.82569,0.4443,8.01035,0.0631767,0.18062511,3.0994453,3.094611,2.4e-06,0.067107,2.4e-06,0.143982,4.2e-07,94.731604,-79.344285,10.39,45
660,00672,11.62,0.15,K239D,105.72644,309.29112,343.8314,11.10498,0.1354067,0.24105152,2.5569926,2.555311,8.4e-05,0.120328,7.6e-05,0.200023,3.3e-05,44.071484,-47.040532,11.62,39
661,00673,10.16,0.15,K239D,5.36679,252.72485,226.39683,2.88107,0.0085599,0.20884973,2.8134991,2.814903,4.2e-07,0.041923,1.4e-05,0.064973,9.9e-06,64.990178,-61.638042,10.16,59
662,00674,7.49,0.15,K239D,301.49264,41.20613,58.07508,13.51137,0.1942516,0.19692892,2.9259241,2.923509,8.3e-05,0.196796,0.00011,0.220017,5e-05,59.229153,-76.20457,7.49,66
663,00675,8.16,0.15,K239D,294.8973,152.6514,263.00389,9.80805,0.2048942,0.21410439,2.7672751,2.769842,0.00012,0.17013,0.0013,0.183848,7.5e-05,53.115114,-62.468033,8.16,59
664,00676,9.69,0.15,K239D,326.74666,185.2248,150.22261,12.841,0.1219235,0.18399193,3.0615183,3.059333,3.1e-06,0.105983,0.00012,0.206755,2.5e-05,75.139726,-75.650922,9.69,44
665,00678,9.41,0.15,K239D,333.84213,121.1801,281.08533,6.09494,0.2204861,0.23889197,2.5723794,2.573256,9e-07,0.197361,6.6e-05,0.127285,4e-05,50.068735,-55.943236,9.41,46
666,00679,9.17,0.15,K239D,288.83971,267.11009,112.08368,24.40747,0.3097864,0.23692344,2.5866085,2.586546,3.3e-06,0.228883,0.00041,0.425178,2e-05,17.095281,-44.4721,9.17,48
667,00680,9.6,0.15,K239D,123.1514,245.55458,37.95384,17.5268,0.2968375,0.1771835,3.1394521,3.142186,0.00037,0.271616,0.0006,0.311111,4.2e-05,75.798859,-104.873112,9.6,44
668,00681,10.79,0.15,K239D,255.12018,115.86827,177.83669,12.57187,0.1003951,0.17982668,3.1086127,3.109962,4.1e-06,0.087147,4.9e-06,0.217479,5.5e-06,84.094339,-76.12713,10.79,42
669,00682,12.29,0.15,K239D,139.42435,104.837,190.76331,11.51381,0.1737229,0.22825562,2.6516838,2.652402,2.7e-06,0.148949,6.2e-05,0.208304,4.6e-05,44.906049,-53.331953,12.29,34
670,00683,8.89,0.15,K239D,28.2515,280.55069,259.64282,18.52523,0.0585141,0.17920816,3.1157614,3.116221,2.7e-05,0.091601,0.011,0.337624,3e-05,52.700337,-63.506108,8.89,52
671,00684,10.92,0.15,K239D,73.69154,291.38852,336.3474,5.52189,0.0344421,0.25989003,2.4318846,2.432013,1.3e-07,0.045253,5.7e-05,0.102419,8.6e-06,39.078111,-41.298042,10.92,40
672,00685,12.1,0.15,K239D,50.44748,80.95477,235.16484,3.64718,0.1964335,0.2946562,2.2366206,2.235878,1.1e-05,0.146196,0.00045,0.081559,0.00019,33.474329,-36.766079,12.1,37
673,00686,9.69,0.15,K239D,131.06131,89.04887,243.01467,15.69068,0.2682981,0.23669864,2.588246,2.589363,8.7e-07,0.175563,4.7e-05,0.302004,2.5e-05,33.297796,-48.01613,9.69,39
674,00687,11.68,0.15,K239D,111.83573,52.57094,334.32714,14.87778,0.271892,0.2193864,2.7226778,2.722431,3e-05,0.228839,0.00013,0.273555,5.4e-06,40.2165,-61.453032,11.68,34
675,00688,11.06,0.15,K239D,287.27714,139.17324,170.82671,10.24422,0.1383738,0.22229654,2.6988635,2.698545,1.5e-07,0.11339,0.00016,0.175139,1.5e-05,49.954329,-54.82719,11.06,44
676,00689,12.29,0.15,K239D,124.0724,188.41403,168.12265,5.74239,0.2295223,0.27974171,2.3154277,2.316272,0.00027,0.189989,0.00039,0.098282,0.00035,35.974056,-41.972261,12.29,38
677,00690,8.21,0.15,K239D,152.47158,114.5807,253.04109,11.24412,0.176654,0.1762209,3.1508746,3.149286,9.1e-06,0.142061,5.4e-06,0.218271,1.8e-06,104.076987,-86.755321,8.21,57
678,00691,9.35,0.15,K239D,320.14376,304.30301,87.95946,13.01542,0.1242766,0.18879636,3.0093565,3.012007,2.6e-05,0.089693,0.00015,0.205766,5.8e-05,68.240163,-70.945564,9.35,47
679,00692,9.03,0.15,K239D,199.51242,53.60614,63.46131,26.08525,0.1691344,0.15848935,3.3817072,3.37034,0.00027,0.158543,0.0017,0.426929,3.9e-05,50.935978,-81.367777,9.03,52
680,00693,9.55,0.15,K239D,293.03076,284.08004,351.71288,14.1896,0.0301534,0.1950521,2.9446632,2.944151,3.8e-05,0.063518,0.0068,0.251201,2e-05,53.221939,-61.288341,9.55,42
681,00694,9.35,0.15,K239D,67.50024,111.80401,229.96207,15.89878,0.3232424,0.22592182,2.6699139,2.670912,7e-06,0.239493,0.00014,0.307979,0.00011,34.098995,-57.3163,9.35,53
682,00695,9.26,0.15,K239D,96.8703,79.74098,275.47095,13.84716,0.1603125,0.24364155,2.5388389,2.539082,2.8e-06,0.100246,0.00029,0.260135,1.2e-05,39.106542,-43.264301,9.26,49
683,00696,9.55,0.15,K239D,42.28823,103.36141,299.42519,13.01761,0.2487779,0.17439683,3.1728071,3.184821,3.1e-05,0.203915,6.2e-05,0.255639,8.4e-07,137.762591,-103.62993,9.55,54
684,00697,9.61,0.15,K239D,226.61834,333.25126,15.41402,15.12245,0.153778,0.20133718,2.8830581,2.881402,5.3e-06,0.131786,1.6e-05,0.253136,2.3e-06,49.893626,-62.577058,9.61,54
685,00698,11.05,0.15,K239D,154.03841,98.13246,40.61472,11.53246,0.1112052,0.20310635,2.8662917,2.868553,4.3e-06,0.135421,3.1e-05,0.192483,1.6e-05,58.903548,-66.269448,11.05,37
686,00699,11.49,0.15,K239D,251.03544,91.46344,242.49863,15.29232,0.4097188,0.23328303,2.6134485,2.612002,0.001,0.293181,0.0006,0.32059,4e-05,32.301008,-55.858017,11.49,37
687,00700,11.2,0.15,K239D,52.33164,101.71305,96.78719,6.78761,0.1046463,0.29610037,2.2293423,2.229424,3.1e-05,0.153815,3.1e-05,0.1046,0.0028,32.697521,-36.675378,11.2,42
688,00701,9.34,0.15,K239D,304.80496,324.97322,243.54114,7.13114,0.0374091,0.18847087,3.0128203,3.01419,1.6e-06,0.069885,3.7e-06,0.142004,1.6e-05,78.956798,-73.940275,9.34,58
689,00702,7.52,0.15,K239D,327.00324,353.93372,289.71455,20.59742,0.0161226,0.17261393,3.1946171,3.194277,2.4e-06,0.023499,4.1e-06,0.369052,3.2e-06,90.577963,-59.146233,7.52,55
690,00703,12.53,0.15,K239D,63.4252,174.65055,213.72376,2.45971,0.1377496,0.3073773,2.1744772,2.174953,0.00014,0.123863,0.0011,0.055641,0.0027,31.926989,-34.190771,12.53,43
691,00704,6.36,0.15,K239D,36.27236,94.41016,280.17473,17.30804,0.1559419,0.18427812,3.0583478,3.060869,6.3e-07,0.104667,5.5e-05,0.321952,1.2e-05,47.551597,-64.264076,6.36,81
692,00705,8.51,0.15,K239D,140.5618,102.24571,2.77884,25.01647,0.0512571,0.19716279,2.9236098,2.923296,1.1e-06,0.046732,0.00045,0.422878,1.9e-05,14.224427,-46.650351,8.51,44
693,00706,11.18,0.15,K239D,26.86759,31.17448,325.31994,14.42667,0.1957248,0.21857597,2.7294037,2.728361,4.5e-06,0.161107,1e-05,0.255534,7.3e-06,42.238264,-56.03231,11.18,41
694,00707,12.16,0.15,K239D,71.15836,90.6224,281.84296,4.2734,0.1085038,0.30621243,2.1799883,2.180335,1.4e-05,0.079489,0.0037,0.081749,0.002,31.547317,-33.344257,12.16,44
695,00708,10.57,0.15,K239D,233.64985,199.53644,355.09239,3.47893,0.0852781,0.22571208,2.6715677,2.670558,2.2e-07,0.126262,0.00051,0.065888,0.00014,55.789952,-57.110358,10.57,53
696,00709,9.21,0.15,K239D,9.22572,19.6914,324.36892,16.26096,0.1136275,0.19805012,2.9148708,2.91435,1.6e-06,0.09368,0.0015,0.288919,0.00023,44.528331,-58.781959,9.21,52
697,00710,11.18,0.15,K239D,45.57459,99.5901,140.16629,1.75123,0.1315997,0.17799423,3.1299118,3.133209,1.2e-05,0.153297,1.4e-05,0.020448,3.8e-07,131.248618,-103.37556,11.18,49
698,00711,11.85,0.15,K239D,110.74398,300.3731,357.02315,6.08711,0.1957722,0.29449616,2.2374309,2.237245,1.6e-06,0.149404,0.00021,0.103342,0.00062,33.064037,-36.821921,11.85,39
699,00712,8.65,0.15,K239D,119.17455,181.53799,230.68911,12.75603,0.1851337,0.23831507,2.576529,2.575178,5.7e-06,0.181515,3.8e-05,0.226847,9.1e-06,41.794162,-51.046469,8.65,58
700,00713,9.16,0.15,K239D,181.19822,138.65696,217.45468,10.34268,0.1549763,0.15711024,3.4014679,3.402558,0.00015,0.118432,0.00035,0.190636,0.00019,156.004996,-134.914673,9.16,51
701,00714,9.07,0.15,K239D,42.33969,233.07589,233.68916,14.27259,0.055464,0.24419467,2.5350037,2.535202,1.3e-06,0.085342,0.00012,0.26101,2.2e-05,39.24481,-42.498139,9.07,55
702,00715,10.09,0.15,K239D,27.25431,301.35937,46.05084,13.8228,0.08461,0.21386545,2.7693359,2.767781,1.3e-07,0.046365,2.6e-05,0.227291,9.7e-06,47.130974,-53.215318,10.09,47
703,00716,10.97,0.15,K239D,27.64916,56.1147,145.87997,8.48622,0.086543,0.208849,2.8135056,2.811107,8.6e-05,0.127994,0.00014,0.136316,0.00012,61.986565,-64.404336,10.97,46
704,00717,10.96,0.15,K239D,3.64399,24.47685,343.53976,1.64562,0.264772,0.17728128,3.1382976,3.14666,0.00048,0.224375,0.0019,0.042998,0.00029,153.545029,-132.420112,10.96,49
705,00718,9.76,0.15,K239D,124.31985,174.71886,38.51187,6.92727,0.1976373,0.18435346,3.0575145,3.057467,1.1e-06,0.238144,3e-05,0.105034,5.8e-05,100.806842,-114.597706,9.76,54
706,00720,9.73,0.15,K239D,162.26116,109.03382,35.67597,2.35369,0.0186419,0.20105449,2.88576,2.887306,2.4e-07,0.050764,1.1e-05,0.035845,1.9e-06,72.97145,-67.268304,9.73,67
707,00721,9.46,0.15,K239D,241.68893,352.82307,38.37116,8.32373,0.1181261,0.1473083,3.550732,3.552131,9.9e-06,0.083317,7.3e-06,0.133626,6.9e-06,159.679728,-155.717723,9.46,57
708,00722,12.52,0.15,K239D,56.99673,257.54985,45.65243,5.63689,0.1445229,0.30780952,2.1724411,2.171901,1.8e-07,0.060259,0.0017,0.083878,0.00095,31.424877,-32.466683,12.52,48
709,00723,10.2,0.15,K239D,201.20213,250.90564,163.1691,4.99021,0.0560415,0.19027902,2.9937035,2.993164,2.9e-06,0.038968,2.1e-06,0.080966,3e-06,82.562414,-73.442081,10.2,55
710,00724,13.9,0.15,K239D,19.89019,205.6188,204.22982,11.71734,0.2512806,0.25636448,2.4541296,2.454991,4.7e-05,0.240573,6.6e-05,0.199266,0.00063,39.302753,-50.214035,13.9,30
711,00725,11.81,0.15,K239D,41.56486,323.09841,68.6498,3.79113,0.2220203,0.23899223,2.5716599,2.572704,3.3e-06,0.12975,0.016,0.046399,0.00053,52.877948,-52.381195,11.81,43
712,00726,10.68,0.15,K239D,107.03793,113.16585,241.94164,15.44017,0.2853943,0.23996702,2.5646908,2.566716,2.1e-05,0.20592,1.4e-05,0.295238,2e-05,34.875977,-49.608165,10.68,39
713,00727,9.69,0.15,K239D,114.38676,274.46219,133.03776,15.05665,0.1038908,0.23959772,2.5673255,2.567396,3e-06,0.088708,3.7e-05,0.250389,1.5e-06,38.581231,-44.390901,9.69,41
714,00728,12.94,0.15,K239D,354.41149,55.84648,82.55972,4.25655,0.0868524,0.29134459,2.2535372,2.254149,0.00019,0.133706,0.00086,0.060805,0.0012,34.550438,-37.153731,12.94,34
715,00729,9.59,0.15,K239D,63.12147,87.32725,124.31468,18.04939,0.0966275,0.21502369,2.7593821,2.759975,9.3e-07,0.122694,4.8e-05,0.298841,9.6e-06,36.821489,-52.283144,9.59,38
716,00730,13.74,0.15,K239D,44.78492,123.25993,95.0571,4.23401,0.1780189,0.2933755,2.2431251,2.244628,0.00036,0.207753,0.00074,0.057742,0.0013,34.345374,-40.205699,13.74,26
717,00731,9.77,0.15,K239D,70.43145,288.23524,46.08812,10.69828,0.1430988,0.19081816,2.9880619,2.988023,2.2e-05,0.107419,1.8e-05,0.176135,2.2e-05,70.978455,-73.080383,9.77,46
718,00732,10.7,0.15,K239D,308.28804,63.65622,173.30295,11.00342,0.0449164,0.25604131,2.4561941,2.456592,1.1e-07,0.063588,3e-05,0.191086,5.5e-06,35.171805,-40.892181,10.7,47
719,00733,9.36,0.15,K239D,108.82505,188.58376,340.96292,20.28777,0.058079,0.15737825,3.3976052,3.393921,7.4e-05,0.122285,0.0014,0.348594,0.00035,71.082451,-93.142847,9.36,45
720,00734,9.99,0.15,K239D,264.14931,65.908,3.12774,5.80652,0.1010692,0.17675193,3.1445604,3.15114,1.3e-05,0.078338,1.5e-06,0.105942,9.8e-08,128.40717,-86.725415,9.99,48
721,00735,9.96,0.15,K239D,248.67636,309.95128,42.91962,16.86757,0.3207633,0.21840091,2.730862,2.728328,2.5e-05,0.275457,4.2e-05,0.280263,5.5e-06,40.110218,-67.550354,9.96,40
722,00736,11.44,0.15,K239D,30.39702,200.77982,135.89421,4.37646,0.1654596,0.30155548,2.2023748,2.201972,1.6e-06,0.103951,0.00013,0.072418,0.00054,32.562902,-34.352813,11.44,47
723,00737,8.99,0.15,K239D,279.65143,134.25424,184.61508,12.36782,0.2443005,0.23627451,2.5913424,2.591717,1e-06,0.203584,0.00011,0.218613,8.1e-05,42.783426,-54.167962,8.99,55
724,00738,10.05,0.15,K239D,262.23942,49.87177,131.93704,3.53059,0.0558067,0.18638553,3.0352508,3.034713,3.8e-05,0.094696,5.6e-05,0.045866,1.3e-05,92.842465,-81.84223,10.05,61
725,00739,8.89,0.15,K239D,123.21534,44.82951,136.54207,20.66203,0.143231,0.21767841,2.7369013,2.737483,1.1e-05,0.240558,0.00038,0.341562,0.00011,30.919608,-53.876445,8.89,50
726,00740,9.22,0.15,K239D,251.08572,50.93465,115.56337,10.80629,0.1050894,0.18402986,3.0610977,3.051609,1.9e-07,0.143606,1.9e-05,0.170242,1.8e-05,82.103889,-83.339796,9.22,53
727,00741,10.11,0.15,K239D,221.15669,61.582,100.63616,8.41057,0.068238,0.2194468,2.7221781,2.719991,6.1e-06,0.108341,0.00015,0.128913,3.7e-06,54.992567,-57.382129,10.11,51
728,00742,9.69,0.15,K239D,195.79166,283.88544,64.13633,11.20167,0.1149062,0.18837733,3.0138176,3.012766,1.1e-05,0.07738,0.00023,0.178904,8.7e-05,73.017408,-72.024909,9.69,50
729,00743,10.32,0.15,K239D,339.66391,184.79917,228.90021,4.8384,0.0603407,0.21086676,2.7955288,2.793188,4.6e-08,0.044387,0.002,0.09865,0.00091,61.376511,-59.698089,10.32,55
730,00744,10.41,0.15,K239D,180.99649,28.62212,142.636,7.71258,0.1156418,0.17444206,3.1722585,3.174121,0.00029,0.142351,0.00046,0.118181,0.00016,156.654226,-100.879546,10.41,45
731,00745,10.66,0.15,K239D,294.14007,37.4239,125.4792,13.29498,0.0429614,0.16764802,3.257395,3.238733,1.1e-05,0.096113,0.00011,0.214336,3.5e-05,444.506266,-84.758569,10.66,43
732,00746,10.0,0.15,K239D,275.60235,306.99267,1.9177,17.47745,0.2359577,0.17947436,3.1126798,3.111384,0.00017,0.215444,7e-05,0.30713,2.5e-05,63.21143,-85.298049,10.0,44
733,00747,8.06,0.15,K239D,189.93509,277.51718,129.07222,18.21448,0.3397562,0.18959422,3.0009078,2.99589,0.00036,0.286423,0.0005,0.32995,9.6e-05,43.952434,-85.942227,8.06,63
734,00749,11.65,0.15,K239D,281.20001,128.91709,109.71501,5.3931,0.1741392,0.29342399,2.2428779,2.243531,9.6e-06,0.188044,0.00014,0.083489,0.00033,33.813513,-38.948726,11.65,46
735,00750,12.38,0.15,K239D,23.12185,73.47664,69.54437,3.94813,0.1285021,0.25790177,2.4443675,2.443381,3.6e-07,0.163061,3.5e-05,0.054838,1.4e-05,42.237284,-46.686034,12.38,43
736,00751,8.97,0.15,K239D,223.20113,302.68379,78.81135,15.59702,0.1511501,0.24181429,2.5516126,2.551251,5.5e-07,0.114355,0.00011,0.25349,6.5e-06,38.991816,-44.677961,8.97,48
737,00752,10.32,0.15,K239D,301.36963,22.55137,85.05371,5.96248,0.0736704,0.25480997,2.4641006,2.463186,3.8e-08,0.091076,2.8e-05,0.08798,2.5e-05,40.883162,-43.903741,10.32,49
738,00753,10.38,0.15,K239D,347.90765,202.91401,61.31773,10.08673,0.2209182,0.27725873,2.329231,2.32936,1.2e-05,0.21524,0.0002,0.154133,0.00016,34.554922,-43.169887,10.38,44
739,00754,9.33,0.15,K239D,102.31414,302.99172,179.91407,24.54292,0.0510245,0.19080449,2.9882045,2.987387,1.1e-05,0.06109,9.2e-05,0.41096,0.00044,19.285031,-50.535022,9.33,57
740,00755,9.78,0.15,K239D,141.61666,44.97994,176.663,3.24294,0.13554,0.17325753,3.1867009,3.174302,2.5e-05,0.174135,0.00055,0.054558,3.5e-05,174.778196,-116.426314,9.78,56
741,00756,10.04,0.15,K239D,10.77007,4.1089,208.04427,20.34877,0.1478652,0.17232984,3.1981271,3.207443,0.00055,0.18741,0.00099,0.341515,0.00012,146.486613,-86.695706,10.04,43
742,00757,10.1,0.15,K239D,114.60476,44.05684,22.43167,8.17203,0.1080601,0.269524,2.373583,2.37317,6.2e-07,0.110664,2.8e-05,0.135658,1.4e-05,36.370704,-40.093956,10.1,46
743,00758,8.44,0.15,K239D,352.50886,313.36692,106.03626,5.60562,0.1496293,0.17258885,3.1949266,3.201967,2.1e-06,0.120236,3e-06,0.075985,2e-06,224.995991,-101.199434,8.44,65
744,00759,10.87,0.15,K239D,358.27238,1.20051,318.33164,19.90365,0.2052249,0.23265459,2.6181526,2.618567,0.00014,0.053003,0.0033,0.332661,7e-05,29.906769,-46.669467,10.87,35
745,00760,7.95,0.15,K239D,28.8838,200.32373,331.54749,12.53725,0.233908,0.17638247,3.14895,3.158686,5.6e-05,0.269255,0.00013,0.219568,9.2e-05,127.343616,-134.15532,7.95,52
746,00761,10.9,0.15,K239D,283.59271,298.35151,23.7205,2.15507,0.0622208,0.20336609,2.8638506,2.863225,6.4e-06,0.044721,6.8e-06,0.036817,1.1e-06,70.721907,-65.352096,10.9,50
747,00762,8.48,0.15,K239D,87.05261,188.66158,305.52705,13.09699,0.1070753,0.17590707,3.1546209,3.156631,6.4e-06,0.128188,1.1e-05,0.240467,8.1e-07,101.57422,-82.0845,8.48,50
748,00763,12.74,0.15,K239D,271.84029,89.14806,289.78525,4.0821,0.1658531,0.29385531,2.2406827,2.240713,1.4e-06,0.12963,0.00031,0.082752,9.9e-05,33.628684,-36.376595,12.74,35
749,00764,9.76,0.15,K239D,87.58206,158.87965,258.75455,9.99965,0.0927176,0.17269885,3.1935699,3.186566,4.8e-06,0.096144,4.1e-06,0.1921,3e-06,149.274191,-84.279649,9.76,50
750,00765,12.6,0.15,K239D,358.29505,71.81599,326.27793,5.53261,0.285882,0.24275043,2.5450484,2.546533,4.1e-05,0.20469,0.0089,0.117445,0.00028,53.549343,-58.344969,12.6,40
751,00766,9.88,0.15,K239D,284.45163,70.3762,7.8251,10.08962,0.0971693,0.18789704,3.0189512,3.021409,8.5e-07,0.078609,0.00039,0.17492,0.00015,75.03858,-72.90093,9.88,47
752,00767,10.22,0.15,K239D,351.38611,269.40679,79.30468,2.41217,0.1830542,0.17893411,3.118942,3.118178,3.7e-06,0.15451,6e-06,0.023865,2.9e-05,122.61755,-101.625057,10.22,55
753,00768,10.27,0.15,K239D,240.2639,16.69457,38.88448,16.27898,0.2141632,0.17748746,3.1358668,3.139942,0.00035,0.203007,0.00019,0.258607,4.8e-05,89.681639,-93.968775,10.27,38
754,00769,9.22,0.15,K239D,186.17874,253.17183,38.36765,7.36991,0.1867105,0.17491421,3.1665474,3.181966,2.1e-05,0.168821,1.2e-05,0.123509,2.8e-06,174.975,-110.683844,9.22,58
755,00770,10.97,0.15,K239D,54.28723,17.96565,44.65899,4.38429,0.150697,0.29783356,2.220685,2.220733,2.5e-05,0.156503,0.0007,0.058004,0.00047,33.506754,-36.737413,10.97,52
756,00771,10.5,0.15,K239D,140.15176,228.6093,217.85738,14.89307,0.2473873,0.22817546,2.6523048,2.649934,0.0002,0.261764,0.00088,0.275113,0.0017,38.254839,-60.869615,10.5,50
757,00772,8.51,0.15,K239D,297.41002,145.7298,63.72157,28.83553,0.09475,0.18981876,2.9985408,3.000544,8e-06,0.166114,6.8e-06,0.457284,5.4e-06,8.500635,-52.446432,8.51,48
758,00773,9.17,0.15,K239D,29.09547,333.24871,322.2893,16.66716,0.0783042,0.20404351,2.8575084,2.857849,4.6e-07,0.067066,5.1e-05,0.29817,1e-05,40.411274,-54.111581,9.17,47
759,00774,9.11,0.15,K239D,1.78849,28.71955,250.07486,5.56495,0.166228,0.18519032,3.0482964,3.048202,9.4e-07,0.173965,0.00022,0.111964,0.00035,92.52742,-93.597084,9.11,58
760,00775,10.33,0.15,K239D,1.31691,171.00071,297.51691,9.2574,0.0662796,0.18855823,3.0118896,3.012002,2.5e-05,0.088198,9e-05,0.178532,5.8e-05,73.128759,-72.857741,10.33,40
761,00776,7.75,0.15,K239D,27.26165,306.37948,79.64307,18.24371,0.1660754,0.1963811,2.9313629,2.932608,2.5e-06,0.134117,1.1e-05,0.294581,1.2e-06,44.678052,-62.421699,7.75,59
762,00777,9.81,0.15,K239D,283.16642,264.97088,282.96942,12.90622,0.1163647,0.17095743,3.2152203,3.212638,7.4e-06,0.134051,2.3e-05,0.250481,2.2e-05,205.55802,-87.945126,9.81,41
763,00778,9.93,0.15,K239D,115.16681,135.04958,321.22026,13.71035,0.2563502,0.1738078,3.1799713,3.175303,0.00044,0.26344,0.00075,0.24788,0.00028,125.314861,-126.302328,9.93,42
764,00779,8.02,0.15,K239D,213.50215,49.10325,283.71488,14.57252,0.226837,0.22655843,2.6649101,2.665472,2e-07,0.181796,6.9e-05,0.268547,2.1e-05,38.64869,-53.68462,8.02,53
765,00780,9.04,0.15,K239D,95.38146,211.7691,144.78645,19.08102,0.0965198,0.1794847,3.1125601,3.116979,6.3e-07,0.069864,1.7e-05,0.312041,1.7e-06,60.071123,-65.487873,9.04,45
766,00781,9.54,0.15,K239D,147.86434,154.47627,137.99429,19.14066,0.1195461,0.17102129,3.2144199,3.22696,7.9e-05,0.10473,9e-05,0.311938,1.5e-05,244.590344,-73.530408,9.54,44
767,00782,11.38,0.15,K239D,26.2869,82.70566,80.41173,5.25963,0.0390502,0.30623441,2.179884,2.179842,4.1e-06,0.116572,0.00027,0.093388,0.0016,31.480732,-33.99801,11.38,46
768,00783,11.16,0.15,K239D,106.6163,154.82605,142.03853,9.33935,0.2303474,0.27489038,2.3425904,2.342521,4.3e-06,0.197098,8.9e-05,0.150482,9.2e-05,35.070164,-42.689632,11.16,43
769,00784,9.34,0.15,K239D,314.42419,237.91597,14.90058,12.27983,0.2411182,0.1806221,3.0994797,3.106186,9.9e-05,0.271642,0.0056,0.206955,0.0043,92.588295,-116.042466,9.34,45
770,00785,9.5,0.15,K239D,170.2965,131.79894,71.79272,12.77189,0.2086355,0.23888235,2.5724484,2.572718,9.5e-05,0.245858,0.00051,0.208179,0.00058,44.597876,-58.111559,9.5,49
771,00786,8.96,0.15,K239D,116.29735,133.9244,89.73216,14.5158,0.158756,0.17410302,3.1763756,3.174226,0.00025,0.185672,0.00051,0.230843,0.00025,127.322244,-99.37383,8.96,48
772,00787,9.71,0.15,K239D,292.336,125.8438,183.82148,14.85208,0.1293756,0.24354268,2.539526,2.539575,7.9e-06,0.083677,8.8e-05,0.260795,4.9e-06,38.672075,-42.658337,9.71,52
773,00788,8.83,0.15,K239D,277.53931,47.61177,177.68192,14.35848,0.1358855,0.17872271,3.1214009,3.128218,0.00035,0.159146,0.0014,0.239946,0.001,86.767563,-85.589544,8.83,57
774,00789,11.4,0.15,K239D,288.0328,43.53048,232.56301,10.77585,0.147137,0.2238413,2.6864323,2.685616,0.00013,0.148042,0.00022,0.1989,0.00011,47.148295,-55.548246,11.4,41
775,00790,8.1,0.15,K239D,135.11008,37.82261,251.7945,20.55897,0.1548367,0.1568738,3.4048849,3.398758,0.0002,0.185916,8e-05,0.35544,5.5e-06,65.841516,-105.465092,8.1,47
776,00791,9.38,0.15,K239D,246.88949,201.81504,129.79766,16.37391,0.1923777,0.17839161,3.125262,3.122758,2.4e-05,0.183963,0.00012,0.252819,6.5e-05,82.249773,-88.193128,9.38,48
777,00792,10.21,0.15,K239D,199.07252,227.14225,265.05659,8.62581,0.1316445,0.23222225,2.6214012,2.622917,1.4e-05,0.159507,0.00014,0.168601,0.00018,47.683799,-54.073302,10.21,46
778,00793,10.27,0.15,K239D,197.2975,308.40701,35.95293,15.7783,0.1236305,0.21073911,2.7966576,2.796016,1.5e-07,0.084404,1e-05,0.262915,2.2e-06,43.43994,-54.06592,10.27,39
779,00794,11.45,0.15,K239D,244.80397,131.3317,160.39706,5.41863,0.295246,0.17788608,3.1311803,3.142125,0.001,0.280957,0.00028,0.093396,0.00011,157.632047,-166.106796,11.45,40
780,00795,10.13,0.15,K239D,106.38745,189.87579,17.35837,19.0517,0.1015553,0.21631398,2.7483982,2.751729,0.00034,0.161934,0.0016,0.317091,6.1e-05,33.855363,-53.599609,10.13,51
781,00796,9.35,0.15,K239D,180.32406,329.58455,33.14218,19.04938,0.3197981,0.23029505,2.6360055,2.635182,6.1e-05,0.28787,2.1e-05,0.297959,7.5e-06,35.240243,-61.722682,9.35,43
782,00797,10.48,0.15,K239D,143.2958,355.90059,238.26415,4.51446,0.0597366,0.24390819,2.5369883,2.536253,2.3e-06,0.092041,0.0036,0.095344,0.00056,52.769124,-47.286554,10.48,56
783,00798,9.8,0.15,K239D,92.9459,45.63971,214.23635,9.24109,0.0350097,0.1882845,3.014808,3.014628,8.6e-07,0.06353,4.5e-05,0.170918,1.4e-05,74.433845,-71.760789,9.8,50
784,00799,10.31,0.15,K239D,49.83773,232.79026,164.83305,5.28249,0.0218366,0.24331362,2.5411196,2.541619,2.1e-07,0.034304,0.00069,0.088767,4.2e-06,51.133084,-46.105795,10.31,49
